TOTAL,SNA,MONTH,COUNTY,SSI,ADC,YEAR,PLAN NAME,NYSoH
3344,785,NOVEMBER,Yates,257,1353,2014,Excellus Health Plan,949
137,19,NOVEMBER,Yates,6,26,2014,NYS Catholic Health Plan,86
28478,5170,NOVEMBER,Albany,2722,10003,2015,Capital District Physicians Health Plan,10583
1047,25,NOVEMBER,Albany,22,63,2015,MVP Health Plan,937
11343,2159,NOVEMBER,Albany,822,3333,2015,NYS Catholic Health Plan,5029
906,72,NOVEMBER,Albany,56,140,2015,United Healthcare Plan of NY,638
2496,381,NOVEMBER,Albany,243,698,2015,Wellcare of New York,1174
1937,658,NOVEMBER,Allegany,304,972,2015,HealthNow,3
2643,339,NOVEMBER,Allegany,133,588,2015,NYS Catholic Health Plan,1583
2755,650,NOVEMBER,Allegany,221,957,2015,YourCare Health Plan,927
994,76,NOVEMBER,Broome,66,109,2015,Capital District Physicians Health Plan,743
25989,6633,NOVEMBER,Broome,3009,10739,2015,Excellus Health Plan,5608
7761,1484,NOVEMBER,Broome,863,2476,2015,NYS Catholic Health Plan,2938
1640,196,NOVEMBER,Broome,161,300,2015,United Healthcare Plan of NY,983
2925,935,NOVEMBER,Cattaraugus,577,1396,2015,HealthNow,17
6816,1208,NOVEMBER,Cattaraugus,413,1824,2015,NYS Catholic Health Plan,3371
4069,827,NOVEMBER,Cattaraugus,281,959,2015,YourCare Health Plan,2002
10034,2206,NOVEMBER,Cayuga,733,3446,2015,NYS Catholic Health Plan,3649
2347,576,NOVEMBER,Cayuga,211,822,2015,United Healthcare Plan of NY,738
2833,993,NOVEMBER,Chautauqua,528,1305,2015,HealthNow,7
22483,5047,NOVEMBER,Chautauqua,2025,8957,2015,NYS Catholic Health Plan,6454
467,29,NOVEMBER,Chautauqua,5,39,2015,United Healthcare Plan of NY,394
1607,443,NOVEMBER,Chautauqua,184,277,2015,YourCare Health Plan,703
13765,2976,NOVEMBER,Chemung,1504,4556,2015,NYS Catholic Health Plan,4729
2243,415,NOVEMBER,Chemung,272,564,2015,United Healthcare Plan of NY,992
7616,1568,NOVEMBER,Chenango,588,2366,2015,NYS Catholic Health Plan,3094
1193,267,NOVEMBER,Chenango,159,305,2015,United Healthcare Plan of NY,462
11038,2640,NOVEMBER,Clinton,1241,3736,2015,NYS Catholic Health Plan,3421
1231,251,NOVEMBER,Clinton,146,294,2015,United Healthcare Plan of NY,540
4916,866,NOVEMBER,Columbia,480,1555,2015,Capital District Physicians Health Plan,2015
4491,973,NOVEMBER,Columbia,257,1461,2015,NYS Catholic Health Plan,1800
204,19,NOVEMBER,Columbia,4,26,2015,United Healthcare Plan of NY,155
6572,1366,NOVEMBER,Cortland,484,2420,2015,NYS Catholic Health Plan,2302
1553,352,NOVEMBER,Cortland,170,623,2015,Today's Options,408
7041,1394,NOVEMBER,Delaware,270,2377,2015,NYS Catholic Health Plan,3000
19201,3488,NOVEMBER,Dutchess,1709,6486,2015,Hudson Health Plan,7518
14084,2045,NOVEMBER,Dutchess,880,3026,2015,NYS Catholic Health Plan,8133
3823,536,NOVEMBER,Dutchess,299,1195,2015,Wellcare of New York,1793
17204,5626,NOVEMBER,Erie,2568,8915,2015,HealthNow,95
61356,11237,NOVEMBER,Erie,5775,21167,2015,Independent Health Association,23177
50105,8759,NOVEMBER,Erie,4057,17186,2015,NYS Catholic Health Plan,20103
2818,273,NOVEMBER,Erie,109,579,2015,Wellcare of New York,1857
40673,10901,NOVEMBER,Erie,4053,16104,2015,YourCare Health Plan,9615
4999,1061,NOVEMBER,Essex,403,1421,2015,NYS Catholic Health Plan,2114
286,30,NOVEMBER,Essex,30,44,2015,United Healthcare Plan of NY,182
7715,1655,NOVEMBER,Franklin,574,2503,2015,NYS Catholic Health Plan,2983
1661,368,NOVEMBER,Fulton,202,485,2015,Capital District Physicians Health Plan,606
9034,1913,NOVEMBER,Fulton,876,2616,2015,NYS Catholic Health Plan,3629
81,11,NOVEMBER,Fulton,13,16,2015,United Healthcare Plan of NY,41
4091,744,NOVEMBER,Genesee,389,1374,2015,MVP Health Plan,1584
3557,589,NOVEMBER,Genesee,207,1080,2015,NYS Catholic Health Plan,1681
294,29,NOVEMBER,Genesee,19,45,2015,United Healthcare Plan of NY,201
4048,733,NOVEMBER,Greene,412,1251,2015,Capital District Physicians Health Plan,1652
3900,845,NOVEMBER,Greene,345,1106,2015,NYS Catholic Health Plan,1604
623,125,NOVEMBER,Hamilton,14,170,2015,NYS Catholic Health Plan,314
2147,496,NOVEMBER,Herkimer,188,677,2015,Excellus Health Plan,786
10028,2250,NOVEMBER,Herkimer,675,3376,2015,NYS Catholic Health Plan,3727
36,14,NOVEMBER,Herkimer,8,14,2015,United Healthcare Plan of NY,0
536,14,NOVEMBER,Jefferson,15,53,2015,MVP Health Plan,454
978,113,NOVEMBER,Jefferson,74,138,2015,NYS Catholic Health Plan,653
16136,3921,NOVEMBER,Jefferson,1100,5865,2015,United Healthcare Plan of NY,5250
3087,659,NOVEMBER,Lewis,192,999,2015,NYS Catholic Health Plan,1237
1262,217,NOVEMBER,Lewis,102,369,2015,United Healthcare Plan of NY,574
5192,1238,NOVEMBER,Livingston,481,2214,2015,Excellus Health Plan,1259
1666,292,NOVEMBER,Livingston,172,568,2015,MVP Health Plan,634
1497,264,NOVEMBER,Livingston,57,449,2015,NYS Catholic Health Plan,727
7469,1667,NOVEMBER,Madison,504,2643,2015,NYS Catholic Health Plan,2655
2055,604,NOVEMBER,Madison,150,690,2015,United Healthcare Plan of NY,611
99661,20508,NOVEMBER,Monroe,10450,41052,2015,Excellus Health Plan,27651
21699,3103,NOVEMBER,Monroe,2499,7659,2015,MVP Health Plan,8438
17963,4077,NOVEMBER,Monroe,2266,6280,2015,NYS Catholic Health Plan,5340
3656,619,NOVEMBER,Monroe,277,766,2015,United Healthcare Plan of NY,1994
3786,784,NOVEMBER,Montgomery,379,1466,2015,Capital District Physicians Health Plan,1157
7438,1513,NOVEMBER,Montgomery,629,2626,2015,NYS Catholic Health Plan,2670
21018,4670,NOVEMBER,Nassau,1270,9214,2015,Affinity Health Plan,5864
39747,7167,NOVEMBER,Nassau,2052,13290,2015,HealthFirst PHSP,17238
17583,3686,NOVEMBER,Nassau,1106,6200,2015,HealthPlus,6591
24447,5940,NOVEMBER,Nassau,2631,8794,2015,HIP of Greater New York,7082
41414,8151,NOVEMBER,Nassau,2336,16896,2015,NYS Catholic Health Plan,14031
46776,8949,NOVEMBER,Nassau,2538,14991,2015,United Healthcare Plan of NY,20298
15630,3021,NOVEMBER,Niagara,1677,5368,2015,Independent Health Association,5564
21105,4909,NOVEMBER,Niagara,1620,7756,2015,NYS Catholic Health Plan,6820
1260,243,NOVEMBER,Niagara,81,188,2015,United Healthcare Plan of NY,748
9236,2090,NOVEMBER,Oneida,864,3468,2015,Excellus Health Plan,2814
36372,7337,NOVEMBER,Oneida,3378,15956,2015,NYS Catholic Health Plan,9701
4657,1043,NOVEMBER,Oneida,541,1863,2015,United Healthcare Plan of NY,1210
38564,6559,NOVEMBER,Onondaga,2776,12263,2015,NYS Catholic Health Plan,16966
31319,6429,NOVEMBER,Onondaga,4235,13643,2015,Today's Options,7012
15098,3010,NOVEMBER,Onondaga,1383,5075,2015,United Healthcare Plan of NY,5630
11582,2221,NOVEMBER,Ontario,902,4196,2015,Excellus Health Plan,4263
1410,145,NOVEMBER,Ontario,106,275,2015,MVP Health Plan,884
799,121,NOVEMBER,Ontario,48,147,2015,NYS Catholic Health Plan,483
219,7,NOVEMBER,Ontario,4,12,2015,United Healthcare Plan of NY,196
18858,3295,NOVEMBER,Orange,1276,7695,2015,Affinity Health Plan,6592
21870,3862,NOVEMBER,Orange,1535,7546,2015,Hudson Health Plan,8927
28008,5679,NOVEMBER,Orange,791,14360,2015,NYS Catholic Health Plan,7178
1960,223,NOVEMBER,Orange,91,301,2015,United Healthcare Plan of NY,1345
1988,437,NOVEMBER,Orange,220,728,2015,Wellcare of New York,603
3307,662,NOVEMBER,Orleans,230,1186,2015,Excellus Health Plan,1229
933,321,NOVEMBER,Orleans,133,474,2015,HealthNow,5
3651,779,NOVEMBER,Orleans,179,1274,2015,NYS Catholic Health Plan,1419
18242,3654,NOVEMBER,Oswego,1446,6849,2015,NYS Catholic Health Plan,6293
6748,1630,NOVEMBER,Oswego,660,2522,2015,United Healthcare Plan of NY,1936
3914,899,NOVEMBER,Otsego,330,1295,2015,Excellus Health Plan,1390
4856,879,NOVEMBER,Otsego,298,1112,2015,NYS Catholic Health Plan,2567
863,51,NOVEMBER,Putnam,48,87,2015,HealthPlus,677
6806,888,NOVEMBER,Putnam,343,1827,2015,NYS Catholic Health Plan,3748
17074,2819,NOVEMBER,Rensselaer,1878,6963,2015,Capital District Physicians Health Plan,5414
548,25,NOVEMBER,Rensselaer,13,58,2015,MVP Health Plan,452
5974,1053,NOVEMBER,Rensselaer,522,2178,2015,NYS Catholic Health Plan,2221
347,32,NOVEMBER,Rensselaer,24,87,2015,United Healthcare Plan of NY,204
1036,149,NOVEMBER,Rensselaer,103,289,2015,Wellcare of New York,495
5385,1191,NOVEMBER,Rockland,401,1767,2015,Affinity Health Plan,2026
14572,2437,NOVEMBER,Rockland,578,6389,2015,Hudson Health Plan,5168
56031,12234,NOVEMBER,Rockland,1071,27876,2015,NYS Catholic Health Plan,14850
3054,266,NOVEMBER,Rockland,70,244,2015,United Healthcare Plan of NY,2474
1937,314,NOVEMBER,Rockland,99,1009,2015,Wellcare of New York,515
13542,3375,NOVEMBER,St Lawrence,1084,4867,2015,NYS Catholic Health Plan,4216
5059,1280,NOVEMBER,St Lawrence,474,1626,2015,United Healthcare Plan of NY,1679
13126,3090,NOVEMBER,Saratoga,1015,3715,2015,Capital District Physicians Health Plan,5306
819,2,NOVEMBER,Saratoga,4,2,2015,MVP Health Plan,811
7493,1917,NOVEMBER,Saratoga,393,1996,2015,NYS Catholic Health Plan,3187
15207,2443,NOVEMBER,Schenectady,1898,5343,2015,Capital District Physicians Health Plan,5523
924,39,NOVEMBER,Schenectady,33,78,2015,MVP Health Plan,774
15995,2652,NOVEMBER,Schenectady,1405,4972,2015,NYS Catholic Health Plan,6966
3071,663,NOVEMBER,Schoharie,177,1028,2015,Capital District Physicians Health Plan,1203
1842,482,NOVEMBER,Schoharie,103,590,2015,NYS Catholic Health Plan,667
2990,599,NOVEMBER,Schuyler,168,931,2015,NYS Catholic Health Plan,1292
4238,960,NOVEMBER,Seneca,414,1579,2015,Excellus Health Plan,1285
573,53,NOVEMBER,Seneca,16,117,2015,NYS Catholic Health Plan,387
194,58,NOVEMBER,Seneca,18,64,2015,United Healthcare Plan of NY,54
16583,3335,NOVEMBER,Steuben,1398,5144,2015,NYS Catholic Health Plan,6706
28276,4893,NOVEMBER,Suffolk,1324,9661,2015,Affinity Health Plan,12398
63478,9182,NOVEMBER,Suffolk,3360,24149,2015,HealthFirst PHSP,26787
25639,6248,NOVEMBER,Suffolk,2107,7233,2015,HIP of Greater New York,10051
45837,8470,NOVEMBER,Suffolk,2462,14520,2015,NYS Catholic Health Plan,20385
57500,11303,NOVEMBER,Suffolk,2801,14473,2015,United Healthcare Plan of NY,28923
12371,2316,NOVEMBER,Sullivan,959,4440,2015,Hudson Health Plan,4656
5627,1061,NOVEMBER,Sullivan,307,1813,2015,NYS Catholic Health Plan,2446
1714,455,NOVEMBER,Tioga,121,653,2015,Capital District Physicians Health Plan,485
5288,887,NOVEMBER,Tioga,324,1658,2015,NYS Catholic Health Plan,2419
685,74,NOVEMBER,Tioga,43,94,2015,United Healthcare Plan of NY,474
5214,896,NOVEMBER,Tompkins,289,1198,2015,NYS Catholic Health Plan,2831
5508,1329,NOVEMBER,Tompkins,485,2327,2015,Today's Options,1367
15396,3250,NOVEMBER,Ulster,1203,4832,2015,Hudson Health Plan,6111
9978,1476,NOVEMBER,Ulster,646,3188,2015,NYS Catholic Health Plan,4668
1253,130,NOVEMBER,Ulster,44,165,2015,United Healthcare Plan of NY,914
3013,670,NOVEMBER,Ulster,387,1184,2015,Wellcare of New York,772
563,23,NOVEMBER,Warren,13,22,2015,MVP Health Plan,505
7630,1614,NOVEMBER,Warren,544,2477,2015,NYS Catholic Health Plan,2995
880,192,NOVEMBER,Warren,83,193,2015,United Healthcare Plan of NY,412
4222,702,NOVEMBER,Washington,342,1164,2015,Capital District Physicians Health Plan,2014
6803,1201,NOVEMBER,Washington,450,2108,2015,NYS Catholic Health Plan,3044
12331,2311,NOVEMBER,Wayne,1046,3807,2015,Excellus Health Plan,5167
2213,322,NOVEMBER,Wayne,188,496,2015,NYS Catholic Health Plan,1207
305,20,NOVEMBER,Wayne,13,32,2015,United Healthcare Plan of NY,240
20810,4353,NOVEMBER,Westchester,1479,6516,2015,Affinity Health Plan,8462
11790,2496,NOVEMBER,Westchester,1157,3177,2015,HIP of Greater New York,4960
71503,12909,NOVEMBER,Westchester,4186,30497,2015,Hudson Health Plan,23911
36396,6860,NOVEMBER,Westchester,1937,9078,2015,NYS Catholic Health Plan,18521
7686,703,NOVEMBER,Westchester,317,647,2015,United Healthcare Plan of NY,6019
1353,497,NOVEMBER,Wyoming,77,772,2015,HealthNow,7
3473,418,NOVEMBER,Wyoming,87,650,2015,NYS Catholic Health Plan,2318
3564,728,NOVEMBER,Yates,234,1076,2015,Excellus Health Plan,1526
432,36,NOVEMBER,Yates,17,66,2015,NYS Catholic Health Plan,313
21385,3263,DECEMBER,Albany,2749,15373,2013,Capital District Physicians Health Plan,
8196,1606,DECEMBER,Albany,763,5827,2013,NYS Catholic Health Plan,
69,25,DECEMBER,Albany,6,38,2013,United Healthcare Plan of NY,
1769,338,DECEMBER,Albany,254,1177,2013,Wellcare of New York,
3048,473,DECEMBER,Allegany,395,2180,2013,HealthNow,
489,96,DECEMBER,Allegany,41,352,2013,NYS Catholic Health Plan,
1852,252,DECEMBER,Allegany,185,1415,2013,Univera Community Health,
266,22,DECEMBER,Broome,67,177,2013,Capital District Physicians Health Plan,
21833,3423,DECEMBER,Broome,3065,15345,2013,Excellus Health Plan,
4257,621,DECEMBER,Broome,774,2862,2013,NYS Catholic Health Plan,
513,124,DECEMBER,Broome,114,275,2013,United Healthcare Plan of NY,
4455,581,DECEMBER,Cattaraugus,767,3107,2013,HealthNow,
3238,408,DECEMBER,Cattaraugus,356,2474,2013,NYS Catholic Health Plan,
1912,319,DECEMBER,Cattaraugus,219,1374,2013,Univera Community Health,
3184,503,DECEMBER,Cayuga,289,2392,2013,Excellus Health Plan,
4838,738,DECEMBER,Cayuga,477,3623,2013,NYS Catholic Health Plan,
1092,182,DECEMBER,Cayuga,137,773,2013,United Healthcare Plan of NY,
4097,648,DECEMBER,Chautauqua,687,2762,2013,HealthNow,
16045,2424,DECEMBER,Chautauqua,1938,11683,2013,NYS Catholic Health Plan,
1,1,DECEMBER,Chautauqua,0,0,2013,United Healthcare Plan of NY,
1016,293,DECEMBER,Chautauqua,191,532,2013,Univera Community Health,
6669,784,DECEMBER,Chemung,927,4958,2013,Excellus Health Plan,
5970,885,DECEMBER,Chemung,853,4232,2013,NYS Catholic Health Plan,
91,30,DECEMBER,Chemung,10,51,2013,United Healthcare Plan of NY,
5412,711,DECEMBER,Chenango,482,4219,2013,NYS Catholic Health Plan,
938,168,DECEMBER,Chenango,137,633,2013,United Healthcare Plan of NY,
8704,1294,DECEMBER,Clinton,1004,6406,2013,NYS Catholic Health Plan,
890,206,DECEMBER,Clinton,147,537,2013,United Healthcare Plan of NY,
3515,560,DECEMBER,Columbia,517,2438,2013,Capital District Physicians Health Plan,
2934,477,DECEMBER,Columbia,248,2209,2013,NYS Catholic Health Plan,
18,9,DECEMBER,Columbia,1,8,2013,United Healthcare Plan of NY,
4825,694,DECEMBER,Cortland,449,3682,2013,NYS Catholic Health Plan,
1527,214,DECEMBER,Cortland,175,1138,2013,Today's Options,
43,12,DECEMBER,Cortland,1,30,2013,SCHC Total Care,
4767,908,DECEMBER,Delaware,202,3657,2013,NYS Catholic Health Plan,
8197,1178,DECEMBER,Dutchess,991,6028,2013,Hudson Health Plan,
6566,1054,DECEMBER,Dutchess,835,4677,2013,MVP Health Plan,
5987,1147,DECEMBER,Dutchess,687,4153,2013,NYS Catholic Health Plan,
2473,349,DECEMBER,Dutchess,296,1828,2013,Wellcare of New York,
23304,4220,DECEMBER,Erie,3111,15973,2013,HealthNow,
37490,6081,DECEMBER,Erie,5486,25923,2013,Independent Health Association,
31116,5363,DECEMBER,Erie,3760,21993,2013,NYS Catholic Health Plan,
33670,5846,DECEMBER,Erie,3826,23998,2013,Univera Community Health,
3327,527,DECEMBER,Essex,310,2490,2013,NYS Catholic Health Plan,
22,6,DECEMBER,Essex,3,13,2013,United Healthcare Plan of NY,
5035,899,DECEMBER,Franklin,204,3932,2013,NYS Catholic Health Plan,
1276,184,DECEMBER,Fulton,213,879,2013,Capital District Physicians Health Plan,
6883,1045,DECEMBER,Fulton,794,5044,2013,NYS Catholic Health Plan,
17,10,DECEMBER,Fulton,3,4,2013,United Healthcare Plan of NY,
3246,400,DECEMBER,Genesee,414,2432,2013,MVP Health Plan,
2083,325,DECEMBER,Genesee,170,1588,2013,NYS Catholic Health Plan,
9,1,DECEMBER,Genesee,1,7,2013,United Healthcare Plan of NY,
2981,441,DECEMBER,Greene,447,2093,2013,Capital District Physicians Health Plan,
2857,531,DECEMBER,Greene,322,2004,2013,NYS Catholic Health Plan,
373,75,DECEMBER,Hamilton,6,292,2013,NYS Catholic Health Plan,
1531,262,DECEMBER,Herkimer,207,1062,2013,Excellus Health Plan,
6782,997,DECEMBER,Herkimer,614,5171,2013,NYS Catholic Health Plan,
58,8,DECEMBER,Herkimer,12,38,2013,United Healthcare Plan of NY,
9168,1227,DECEMBER,Jefferson,585,7356,2013,Excellus Health Plan,
3159,550,DECEMBER,Jefferson,293,2316,2013,United Healthcare Plan of NY,
2076,221,DECEMBER,Lewis,232,1623,2013,Excellus Health Plan,
873,118,DECEMBER,Lewis,93,662,2013,NYS Catholic Health Plan,
4116,607,DECEMBER,Livingston,459,3050,2013,Excellus Health Plan,
1100,145,DECEMBER,Livingston,173,782,2013,MVP Health Plan,
759,180,DECEMBER,Livingston,41,538,2013,NYS Catholic Health Plan,
3768,549,DECEMBER,Madison,345,2874,2013,Excellus Health Plan,
2614,388,DECEMBER,Madison,236,1990,2013,NYS Catholic Health Plan,
746,139,DECEMBER,Madison,71,536,2013,United Healthcare Plan of NY,
72328,10506,DECEMBER,Monroe,9625,52197,2013,Excellus Health Plan,
13467,1557,DECEMBER,Monroe,2332,9578,2013,MVP Health Plan,
17213,4467,DECEMBER,Monroe,2305,10441,2013,NYS Catholic Health Plan,
623,179,DECEMBER,Monroe,21,423,2013,United Healthcare Plan of NY,
3212,379,DECEMBER,Montgomery,403,2430,2013,Capital District Physicians Health Plan,
5519,770,DECEMBER,Montgomery,576,4173,2013,NYS Catholic Health Plan,
15916,2934,DECEMBER,Nassau,1259,11723,2013,Affinity Health Plan,
11117,2694,DECEMBER,Nassau,970,7453,2013,Amerigroup,
22595,4371,DECEMBER,Nassau,1676,16548,2013,HealthFirst PHSP,
18857,4608,DECEMBER,Nassau,2624,11625,2013,HIP of Greater New York,
25138,4486,DECEMBER,Nassau,1922,18730,2013,NYS Catholic Health Plan,
26955,5668,DECEMBER,Nassau,2260,19027,2013,United Healthcare Plan of NY,
12622,2348,DECEMBER,Niagara,1936,8338,2013,Independent Health Association,
14279,2468,DECEMBER,Niagara,1419,10392,2013,NYS Catholic Health Plan,
36,8,DECEMBER,Niagara,0,28,2013,United Healthcare Plan of NY,
7446,1266,DECEMBER,Oneida,928,5252,2013,Excellus Health Plan,
25992,3370,DECEMBER,Oneida,3297,19325,2013,NYS Catholic Health Plan,
4164,708,DECEMBER,Oneida,562,2894,2013,United Healthcare Plan of NY,
11101,1602,DECEMBER,Onondaga,1208,8291,2013,Excellus Health Plan,
17541,2379,DECEMBER,Onondaga,1949,13213,2013,NYS Catholic Health Plan,
23377,3108,DECEMBER,Onondaga,3888,16381,2013,Today's Options,
737,86,DECEMBER,Onondaga,34,617,2013,SCHC Total Care,
8047,1247,DECEMBER,Onondaga,1020,5780,2013,United Healthcare Plan of NY,
8396,1032,DECEMBER,Ontario,899,6465,2013,Excellus Health Plan,
637,66,DECEMBER,Ontario,108,463,2013,MVP Health Plan,
253,52,DECEMBER,Ontario,26,175,2013,NYS Catholic Health Plan,
15642,2022,DECEMBER,Orange,1412,12208,2013,Affinity Health Plan,
13989,1983,DECEMBER,Orange,1488,10518,2013,Hudson Health Plan,
19919,997,DECEMBER,Orange,753,18169,2013,NYS Catholic Health Plan,
484,150,DECEMBER,Orange,39,295,2013,United Healthcare Plan of NY,
1773,323,DECEMBER,Orange,240,1210,2013,Wellcare of New York,
2124,313,DECEMBER,Orleans,211,1600,2013,Excellus Health Plan,
1137,214,DECEMBER,Orleans,143,780,2013,HealthNow,
2289,400,DECEMBER,Orleans,172,1717,2013,NYS Catholic Health Plan,
4008,650,DECEMBER,Oswego,512,2846,2013,Excellus Health Plan,
10693,1460,DECEMBER,Oswego,1059,8174,2013,NYS Catholic Health Plan,
4817,712,DECEMBER,Oswego,547,3558,2013,United Healthcare Plan of NY,
3151,455,DECEMBER,Otsego,345,2351,2013,Excellus Health Plan,
2644,461,DECEMBER,Otsego,267,1916,2013,NYS Catholic Health Plan,
125,30,DECEMBER,Putnam,36,59,2013,Amerigroup,
3337,506,DECEMBER,Putnam,341,2490,2013,NYS Catholic Health Plan,
13596,2068,DECEMBER,Rensselaer,1832,9696,2013,Capital District Physicians Health Plan,
4425,727,DECEMBER,Rensselaer,517,3181,2013,NYS Catholic Health Plan,
40,15,DECEMBER,Rensselaer,2,23,2013,United Healthcare Plan of NY,
782,131,DECEMBER,Rensselaer,124,527,2013,Wellcare of New York,
5213,1073,DECEMBER,Rockland,546,3594,2013,Affinity Health Plan,
10152,1135,DECEMBER,Rockland,577,8440,2013,Hudson Health Plan,
40202,2399,DECEMBER,Rockland,1098,36705,2013,NYS Catholic Health Plan,
635,217,DECEMBER,Rockland,39,379,2013,United Healthcare Plan of NY,
2241,218,DECEMBER,Rockland,112,1911,2013,Wellcare of New York,
9974,1430,DECEMBER,St Lawrence,722,7822,2013,Excellus Health Plan,
2958,534,DECEMBER,St Lawrence,285,2139,2013,NYS Catholic Health Plan,
239,46,DECEMBER,St Lawrence,23,170,2013,United Healthcare Plan of NY,
9482,1599,DECEMBER,Saratoga,1115,6768,2013,Capital District Physicians Health Plan,
4820,735,DECEMBER,Saratoga,345,3740,2013,NYS Catholic Health Plan,
11488,1455,DECEMBER,Schenectady,1878,8155,2013,Capital District Physicians Health Plan,
11107,1730,DECEMBER,Schenectady,1275,8102,2013,NYS Catholic Health Plan,
1996,366,DECEMBER,Schoharie,179,1451,2013,Capital District Physicians Health Plan,
1360,235,DECEMBER,Schoharie,107,1018,2013,NYS Catholic Health Plan,
1279,219,DECEMBER,Schuyler,77,983,2013,Excellus Health Plan,
810,190,DECEMBER,Schuyler,75,545,2013,NYS Catholic Health Plan,
3663,480,DECEMBER,Seneca,434,2749,2013,Excellus Health Plan,
5801,844,DECEMBER,Steuben,616,4341,2013,Excellus Health Plan,
5525,764,DECEMBER,Steuben,618,4143,2013,NYS Catholic Health Plan,
20178,3034,DECEMBER,Suffolk,1437,15707,2013,Affinity Health Plan,
40447,4869,DECEMBER,Suffolk,3418,32160,2013,HealthFirst PHSP,
18449,4486,DECEMBER,Suffolk,2223,11740,2013,HIP of Greater New York,
27140,4773,DECEMBER,Suffolk,2211,20156,2013,NYS Catholic Health Plan,
32127,6862,DECEMBER,Suffolk,2665,22600,2013,United Healthcare Plan of NY,
8987,1164,DECEMBER,Sullivan,971,6852,2013,Hudson Health Plan,
3288,443,DECEMBER,Sullivan,303,2542,2013,NYS Catholic Health Plan,
1634,208,DECEMBER,Tioga,145,1281,2013,Capital District Physicians Health Plan,
3253,381,DECEMBER,Tioga,232,2640,2013,NYS Catholic Health Plan,
296,66,DECEMBER,Tioga,37,193,2013,United Healthcare Plan of NY,
592,117,DECEMBER,Tompkins,36,439,2013,Excellus Health Plan,
2041,446,DECEMBER,Tompkins,233,1362,2013,NYS Catholic Health Plan,
4921,707,DECEMBER,Tompkins,513,3701,2013,Today's Options,
54,7,DECEMBER,Tompkins,6,41,2013,SCHC Total Care,
5829,1065,DECEMBER,Ulster,594,4170,2013,Hudson Health Plan,
5493,1195,DECEMBER,Ulster,688,3610,2013,MVP Health Plan,
5306,779,DECEMBER,Ulster,469,4058,2013,NYS Catholic Health Plan,
198,74,DECEMBER,Ulster,16,108,2013,United Healthcare Plan of NY,
2582,371,DECEMBER,Ulster,405,1806,2013,Wellcare of New York,
4863,513,DECEMBER,Warren,421,3929,2013,NYS Catholic Health Plan,
592,117,DECEMBER,Warren,58,417,2013,United Healthcare Plan of NY,
2694,335,DECEMBER,Washington,350,2009,2013,Capital District Physicians Health Plan,
4115,432,DECEMBER,Washington,419,3264,2013,NYS Catholic Health Plan,
8270,898,DECEMBER,Wayne,1032,6340,2013,Excellus Health Plan,
1353,209,DECEMBER,Wayne,161,983,2013,NYS Catholic Health Plan,
15797,3296,DECEMBER,Westchester,1507,10994,2013,Affinity Health Plan,
8415,1859,DECEMBER,Westchester,1147,5409,2013,HIP of Greater New York,
50839,6576,DECEMBER,Westchester,3914,40349,2013,Hudson Health Plan,
20736,4816,DECEMBER,Westchester,1635,14285,2013,NYS Catholic Health Plan,
1805,597,DECEMBER,Westchester,207,1001,2013,United Healthcare Plan of NY,
1921,262,DECEMBER,Wyoming,89,1570,2013,HealthNow,
957,156,DECEMBER,Wyoming,48,753,2013,NYS Catholic Health Plan,
2495,284,DECEMBER,Yates,255,1956,2013,Excellus Health Plan,
27472,5328,DECEMBER,Albany,2742,12225,2014,Capital District Physicians Health Plan,7177
10220,2385,DECEMBER,Albany,736,4285,2014,NYS Catholic Health Plan,2814
627,68,DECEMBER,Albany,33,145,2014,United Healthcare Plan of NY,381
2401,429,DECEMBER,Albany,239,887,2014,Wellcare of New York,846
2919,826,DECEMBER,Allegany,332,1329,2014,HealthNow,432
1507,292,DECEMBER,Allegany,79,530,2014,NYS Catholic Health Plan,606
2504,664,DECEMBER,Allegany,211,1181,2014,Univera Community Health,448
1065,80,DECEMBER,Broome,62,127,2014,Capital District Physicians Health Plan,796
25661,7108,DECEMBER,Broome,3048,12186,2014,Excellus Health Plan,3319
6255,1499,DECEMBER,Broome,814,2578,2014,NYS Catholic Health Plan,1364
1034,204,DECEMBER,Broome,133,312,2014,United Healthcare Plan of NY,385
4205,1026,DECEMBER,Cattaraugus,598,1734,2014,HealthNow,847
5053,1227,DECEMBER,Cattaraugus,417,2028,2014,NYS Catholic Health Plan,1381
3117,872,DECEMBER,Cattaraugus,287,1149,2014,Univera Community Health,809
9065,2196,DECEMBER,Cayuga,680,3986,2014,NYS Catholic Health Plan,2203
2478,719,DECEMBER,Cayuga,241,1068,2014,United Healthcare Plan of NY,450
3762,1041,DECEMBER,Chautauqua,594,1687,2014,HealthNow,440
20959,5221,DECEMBER,Chautauqua,2019,10184,2014,NYS Catholic Health Plan,3535
256,36,DECEMBER,Chautauqua,7,67,2014,United Healthcare Plan of NY,146
1462,476,DECEMBER,Chautauqua,223,379,2014,Univera Community Health,384
12735,2684,DECEMBER,Chemung,1481,6026,2014,NYS Catholic Health Plan,2544
2248,450,DECEMBER,Chemung,284,925,2014,United Healthcare Plan of NY,589
6805,1711,DECEMBER,Chenango,546,3000,2014,NYS Catholic Health Plan,1548
1162,305,DECEMBER,Chenango,155,437,2014,United Healthcare Plan of NY,265
10514,2825,DECEMBER,Clinton,1139,4614,2014,NYS Catholic Health Plan,1936
